Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,Passed
male,group B,high school,free/reduced,none,never,yes,3.0,5 - 10,52,49,45,48.666666666666664,0
female,group E,bachelor's degree,free/reduced,completed,sometimes,yes,0.0,5 - 10,52,62,72,62.0,1
female,group B,high school,free/reduced,none,regularly,yes,1.0,5 - 10,62,63,67,64.0,1
male,group C,some college,free/reduced,completed,sometimes,no,1.0,> 10,70,69,65,68.0,1
female,group D,some college,standard,none,regularly,no,2.0,> 10,60,61,59,60.0,1
female,group B,,free/reduced,,sometimes,yes,2.0,5 - 10,64,84,77,75.0,1
male,,bachelor's degree,standard,completed,never,no,1.0,,87,84,80,83.66666666666667,1
male,,bachelor's degree,standard,none,regularly,no,3.0,5 - 10,100,82,80,87.33333333333333,1
female,group D,high school,standard,completed,never,no,4.0,< 5,75,97,95,89.0,1
female,group D,some high school,standard,none,sometimes,yes,1.0,5 - 10,56,76,76,69.33333333333333,1
female,group C,some college,standard,completed,regularly,yes,2.0,< 5,55,72,74,67.0,1
male,group B,,standard,none,regularly,yes,1.0,5 - 10,73,48,47,56.0,1
female,group A,some college,standard,completed,regularly,yes,1.0,< 5,74,77,83,78.0,1
female,group E,some college,standard,none,regularly,,1.0,< 5,84,82,83,83.0,1
female,group C,associate's degree,standard,none,sometimes,no,3.0,5 - 10,64,75,73,70.66666666666667,1
male,group B,,standard,none,sometimes,yes,1.0,< 5,77,72,69,72.66666666666667,1
male,group D,some high school,standard,none,sometimes,no,3.0,5 - 10,74,62,63,66.33333333333333,1
male,group B,some college,free/reduced,none,sometimes,no,2.0,> 10,35,35,30,33.333333333333336,0
male,,some high school,free/reduced,none,regularly,yes,2.0,5 - 10,70,66,60,65.33333333333333,1
female,group B,high school,standard,completed,regularly,yes,0.0,5 - 10,87,100,100,95.66666666666667,1
male,group D,master's degree,free/reduced,none,sometimes,yes,1.0,< 5,70,80,80,76.66666666666667,1
female,group A,high school,free/reduced,completed,sometimes,no,3.0,5 - 10,56,71,73,66.66666666666667,1
female,group A,,standard,,never,yes,2.0,< 5,50,65,58,57.666666666666664,1
female,group E,some high school,free/reduced,completed,sometimes,yes,4.0,< 5,84,90,87,87.0,1
male,group A,master's degree,standard,none,sometimes,no,1.0,< 5,81,76,74,77.0,1
male,group C,high school,free/reduced,completed,never,no,,> 10,75,82,72,76.33333333333333,1
female,group D,high school,free/reduced,completed,sometimes,no,2.0,> 10,52,69,72,64.33333333333333,1
male,group D,some high school,standard,none,regularly,no,1.0,5 - 10,60,64,64,62.666666666666664,1
male,group D,high school,free/reduced,none,sometimes,yes,0.0,5 - 10,80,65,70,71.66666666666667,1
female,group E,associate's degree,standard,none,sometimes,yes,5.0,5 - 10,72,71,74,72.33333333333333,1
male,group B,,standard,none,never,no,,5 - 10,79,73,75,75.66666666666667,1
male,group A,bachelor's degree,free/reduced,completed,regularly,no,2.0,> 10,51,59,62,57.333333333333336,1
male,group C,some college,standard,none,sometimes,no,1.0,5 - 10,67,71,58,65.33333333333333,1
female,group E,associate's degree,standard,none,regularly,no,3.0,5 - 10,92,91,88,90.33333333333333,1
male,,master's degree,standard,none,regularly,no,1.0,5 - 10,88,94,96,92.66666666666667,1
male,group D,high school,free/reduced,none,sometimes,yes,1.0,5 - 10,38,35,40,37.666666666666664,0
female,group B,some college,standard,none,never,no,2.0,5 - 10,60,67,64,63.666666666666664,1
female,group C,high school,free/reduced,completed,sometimes,yes,1.0,5 - 10,58,58,63,59.666666666666664,1
male,group E,associate's degree,standard,none,never,no,3.0,5 - 10,97,87,87,90.33333333333333,1
female,group B,,free/reduced,none,regularly,no,1.0,< 5,60,81,76,72.33333333333333,1
female,group C,associate's degree,standard,none,never,yes,1.0,< 5,62,82,65,69.66666666666667,1
male,group C,some college,standard,none,sometimes,no,4.0,5 - 10,62,51,51,54.666666666666664,1
female,group B,high school,free/reduced,none,,yes,1.0,5 - 10,53,76,65,64.66666666666667,1
female,group B,bachelor's degree,free/reduced,none,sometimes,no,1.0,5 - 10,47,52,48,49.0,0
female,group B,associate's degree,free/reduced,none,sometimes,yes,3.0,< 5,55,58,55,56.0,1
female,group C,associate's degree,free/reduced,completed,regularly,yes,1.0,5 - 10,54,64,67,61.666666666666664,1
female,group C,some high school,standard,completed,never,no,,< 5,52,65,65,60.666666666666664,1
male,group C,some college,free/reduced,completed,never,yes,2.0,< 5,40,46,43,43.0,0
female,group D,some high school,free/reduced,,sometimes,yes,0.0,< 5,29,34,33,32.0,0
female,group A,some high school,free/reduced,completed,sometimes,yes,0.0,5 - 10,62,72,71,68.33333333333333,1
female,group E,master's degree,free/reduced,none,regularly,yes,,5 - 10,75,68,71,71.33333333333333,1
male,group D,bachelor's degree,standard,completed,sometimes,yes,,> 10,95,88,92,91.66666666666667,1
male,,bachelor's degree,standard,none,regularly,no,3.0,< 5,85,86,80,83.66666666666667,1
male,group E,associate's degree,standard,completed,never,yes,1.0,5 - 10,89,81,75,81.66666666666667,1
female,group B,bachelor's degree,free/reduced,completed,sometimes,no,5.0,< 5,65,90,91,82.0,1
female,group B,associate's degree,standard,none,sometimes,yes,0.0,5 - 10,53,63,65,60.333333333333336,1
male,group D,bachelor's degree,standard,completed,regularly,yes,1.0,> 10,68,60,70,66.0,1
female,group C,some college,standard,none,sometimes,no,3.0,5 - 10,62,62,61,61.666666666666664,1
female,group B,high school,standard,none,sometimes,no,5.0,5 - 10,72,82,80,78.0,1
male,group D,some college,standard,completed,sometimes,no,1.0,5 - 10,48,42,44,44.666666666666664,0
female,,some college,standard,none,sometimes,no,1.0,5 - 10,59,62,58,59.666666666666664,1
male,group D,some college,standard,none,regularly,yes,2.0,< 5,67,68,63,66.0,1
female,group B,bachelor's degree,free/reduced,completed,regularly,no,2.0,5 - 10,84,95,97,92.0,1
female,group C,high school,free/reduced,completed,never,yes,2.0,5 - 10,62,66,60,62.666666666666664,1
male,group B,bachelor's degree,standard,none,sometimes,yes,1.0,> 10,65,61,63,63.0,1
female,group B,associate's degree,standard,none,regularly,yes,0.0,> 10,62,75,69,68.66666666666667,1
male,group D,some college,standard,completed,sometimes,yes,1.0,< 5,83,73,69,75.0,1
male,group D,some high school,standard,completed,sometimes,yes,1.0,< 5,73,73,70,72.0,1
male,group E,some college,standard,completed,sometimes,yes,5.0,5 - 10,72,65,66,67.66666666666667,1
male,group C,associate's degree,standard,completed,regularly,no,3.0,5 - 10,81,61,66,69.33333333333333,1
male,group B,high school,standard,completed,sometimes,yes,0.0,> 10,83,83,76,80.66666666666667,1
male,group D,some high school,standard,none,regularly,no,2.0,< 5,59,59,61,59.666666666666664,1
female,group E,some college,standard,none,regularly,yes,4.0,5 - 10,86,83,89,86.0,1
female,group B,some college,standard,none,regularly,yes,3.0,5 - 10,52,63,71,62.0,1
female,group B,bachelor's degree,standard,none,sometimes,yes,5.0,< 5,83,98,96,92.33333333333333,1
female,group B,some college,standard,none,sometimes,yes,3.0,5 - 10,63,75,71,69.66666666666667,1
female,group C,some college,free/reduced,none,regularly,no,2.0,> 10,73,72,74,73.0,1
female,group B,associate's degree,free/reduced,none,sometimes,no,4.0,5 - 10,60,70,68,66.0,1
female,group D,associate's degree,free/reduced,none,sometimes,yes,2.0,5 - 10,39,46,48,44.333333333333336,0
female,,master's degree,standard,none,regularly,no,1.0,5 - 10,72,85,82,79.66666666666667,1
male,group B,some college,standard,none,regularly,yes,0.0,> 10,86,85,82,84.33333333333333,1
male,group C,associate's degree,standard,completed,regularly,no,4.0,< 5,89,80,79,82.66666666666667,1
female,group C,some high school,standard,none,regularly,yes,1.0,5 - 10,73,74,69,72.0,1
female,group E,high school,free/reduced,none,regularly,no,3.0,> 10,56,62,58,58.666666666666664,1
male,group D,some high school,free/reduced,none,regularly,no,2.0,< 5,47,57,54,52.666666666666664,1
female,group E,bachelor's degree,standard,completed,regularly,yes,4.0,5 - 10,81,82,84,82.33333333333333,1
male,group B,high school,free/reduced,none,sometimes,yes,3.0,5 - 10,48,50,44,47.333333333333336,0
female,group C,bachelor's degree,free/reduced,none,sometimes,yes,0.0,5 - 10,62,71,69,67.33333333333333,1
male,group C,master's degree,standard,none,sometimes,yes,2.0,< 5,64,60,59,61.0,1
male,group B,,free/reduced,none,regularly,yes,0.0,5 - 10,41,39,37,39.0,0
male,group D,bachelor's degree,standard,,sometimes,yes,2.0,< 5,78,76,77,77.0,1
female,group B,some high school,standard,completed,sometimes,yes,,5 - 10,47,65,62,58.0,1
female,group D,some high school,standard,completed,sometimes,no,4.0,< 5,67,90,90,82.33333333333333,1
male,group D,some college,standard,completed,sometimes,yes,0.0,5 - 10,76,78,77,77.0,1
male,group B,master's degree,standard,none,sometimes,yes,4.0,< 5,90,81,75,82.0,1
female,group D,high school,free/reduced,completed,regularly,no,2.0,,23,35,43,33.666666666666664,0
female,group E,,standard,none,never,yes,3.0,< 5,66,74,67,69.0,1
male,group E,master's degree,free/reduced,none,regularly,no,3.0,5 - 10,52,53,53,52.666666666666664,1
male,group C,some high school,standard,none,sometimes,yes,2.0,5 - 10,46,45,37,42.666666666666664,0
female,group C,some college,free/reduced,none,sometimes,no,2.0,5 - 10,54,63,64,60.333333333333336,1
female,group C,some college,standard,completed,never,yes,0.0,< 5,65,78,72,71.66666666666667,1
male,group E,bachelor's degree,standard,none,sometimes,yes,2.0,< 5,77,75,78,76.66666666666667,1
male,group C,master's degree,standard,none,regularly,no,3.0,< 5,70,60,63,64.33333333333333,1
male,group B,high school,free/reduced,completed,regularly,yes,1.0,< 5,52,57,55,54.666666666666664,1
female,group B,high school,standard,none,sometimes,no,3.0,< 5,60,60,58,59.333333333333336,1
female,group B,some college,standard,none,never,yes,,5 - 10,70,79,74,74.33333333333333,1
female,group C,high school,standard,none,never,no,1.0,5 - 10,37,44,45,42.0,0
female,group C,some high school,free/reduced,completed,sometimes,yes,2.0,< 5,54,60,57,57.0,1
male,group D,associate's degree,standard,completed,sometimes,yes,3.0,< 5,86,88,92,88.66666666666667,1
female,group C,high school,free/reduced,completed,regularly,,0.0,< 5,31,44,49,41.333333333333336,0
male,group A,some college,free/reduced,none,sometimes,yes,1.0,< 5,47,51,49,49.0,0
male,group D,some high school,standard,completed,sometimes,no,4.0,> 10,77,68,69,71.33333333333333,1
female,group D,associate's degree,standard,none,regularly,yes,1.0,< 5,71,85,84,80.0,1
male,group D,some college,standard,completed,sometimes,yes,2.0,5 - 10,60,63,65,62.666666666666664,1
male,,some high school,free/reduced,none,regularly,no,,> 10,40,46,39,41.666666666666664,0
female,group B,master's degree,free/reduced,,never,yes,4.0,5 - 10,47,56,64,55.666666666666664,1
male,group C,high school,standard,completed,sometimes,yes,1.0,> 10,72,71,70,71.0,1
male,group E,high school,standard,completed,sometimes,no,1.0,5 - 10,75,67,66,69.33333333333333,1
male,group A,master's degree,standard,none,sometimes,yes,0.0,5 - 10,54,65,57,58.666666666666664,1
female,group D,some high school,free/reduced,none,regularly,yes,2.0,< 5,62,71,72,68.33333333333333,1
female,group D,some college,standard,none,sometimes,no,1.0,5 - 10,87,96,96,93.0,1
male,group C,some high school,standard,none,regularly,no,1.0,< 5,77,82,81,80.0,1
female,group A,associate's degree,free/reduced,none,regularly,no,1.0,> 10,49,51,53,51.0,1
female,group C,some high school,standard,completed,sometimes,yes,,,70,75,77,74.0,1
male,group B,some high school,standard,none,sometimes,no,2.0,5 - 10,72,70,64,68.66666666666667,1
male,group D,master's degree,standard,none,sometimes,no,3.0,5 - 10,85,84,89,86.0,1
female,group E,some high school,standard,completed,never,no,1.0,< 5,79,85,88,84.0,1
female,group E,some college,standard,none,sometimes,no,2.0,> 10,96,89,86,90.33333333333333,1
male,group E,some high school,standard,completed,sometimes,yes,2.0,,81,77,76,78.0,1
female,group C,high school,standard,none,sometimes,yes,3.0,,58,71,62,63.666666666666664,1
male,group C,high school,free/reduced,none,regularly,yes,1.0,> 10,62,59,52,57.666666666666664,1
female,group B,some college,standard,completed,regularly,yes,2.0,< 5,73,78,79,76.66666666666667,1
female,group C,,standard,none,sometimes,yes,0.0,5 - 10,85,86,83,84.66666666666667,1
male,group B,associate's degree,free/reduced,completed,regularly,no,1.0,5 - 10,70,74,69,71.0,1
male,group C,bachelor's degree,standard,none,regularly,no,3.0,< 5,69,52,62,61.0,1
female,group C,associate's degree,standard,,sometimes,yes,5.0,5 - 10,59,62,59,60.0,1
male,group C,master's degree,standard,none,never,yes,2.0,> 10,65,48,43,52.0,1
female,group B,high school,standard,none,sometimes,yes,1.0,5 - 10,69,75,77,73.66666666666667,1
male,group E,high school,standard,,sometimes,no,1.0,5 - 10,94,89,84,89.0,1
male,group B,some college,free/reduced,completed,sometimes,no,3.0,< 5,51,56,55,54.0,1
female,group E,some college,free/reduced,none,regularly,yes,3.0,5 - 10,51,70,64,61.666666666666664,1
female,group C,some high school,free/reduced,completed,sometimes,yes,0.0,< 5,60,71,74,68.33333333333333,1
female,,,standard,none,sometimes,yes,2.0,> 10,81,87,83,83.66666666666667,1
male,group E,some high school,standard,none,regularly,yes,3.0,5 - 10,75,75,65,71.66666666666667,1
male,group A,associate's degree,free/reduced,none,sometimes,yes,1.0,5 - 10,78,74,77,76.33333333333333,1
male,group B,associate's degree,free/reduced,completed,regularly,yes,1.0,< 5,57,65,64,62.0,1
male,group B,associate's degree,standard,none,regularly,yes,2.0,5 - 10,58,53,48,53.0,1
male,group A,bachelor's degree,free/reduced,none,regularly,no,6.0,> 10,57,59,56,57.333333333333336,1
male,group E,some high school,standard,none,regularly,yes,3.0,5 - 10,71,50,59,60.0,1
male,group C,associate's degree,standard,none,sometimes,no,3.0,< 5,45,36,34,38.333333333333336,0
female,group A,some college,standard,none,regularly,yes,2.0,5 - 10,77,72,73,74.0,1
female,group D,some college,standard,none,regularly,yes,2.0,5 - 10,73,81,84,79.33333333333333,1
male,group B,associate's degree,free/reduced,none,sometimes,no,3.0,> 10,56,58,51,55.0,1
male,group C,bachelor's degree,standard,none,sometimes,yes,2.0,5 - 10,67,51,51,56.333333333333336,1
female,group B,associate's degree,free/reduced,none,sometimes,no,4.0,5 - 10,19,41,34,31.333333333333332,0
female,group E,associate's degree,standard,none,never,yes,2.0,5 - 10,41,39,46,42.0,0
female,group B,associate's degree,standard,completed,sometimes,yes,0.0,< 5,91,85,90,88.66666666666667,1
female,group D,some high school,free/reduced,none,regularly,yes,2.0,5 - 10,67,81,82,76.66666666666667,1
female,group B,associate's degree,free/reduced,completed,sometimes,yes,2.0,< 5,48,66,69,61.0,1
male,group D,,free/reduced,none,regularly,no,4.0,5 - 10,56,48,53,52.333333333333336,1
male,group C,some high school,free/reduced,none,sometimes,yes,,5 - 10,70,67,61,66.0,1
male,group E,high school,standard,completed,regularly,no,1.0,< 5,53,50,51,51.333333333333336,1
male,group E,bachelor's degree,standard,none,regularly,no,1.0,< 5,81,83,76,80.0,1
male,group C,associate's degree,free/reduced,none,regularly,yes,2.0,5 - 10,53,60,56,56.333333333333336,1
female,group B,some high school,standard,completed,never,no,1.0,5 - 10,84,93,94,90.33333333333333,1
male,group D,high school,free/reduced,completed,sometimes,yes,2.0,5 - 10,55,53,59,55.666666666666664,1
male,group E,some high school,standard,completed,sometimes,yes,2.0,> 10,89,85,77,83.66666666666667,1
female,,some high school,standard,,regularly,no,2.0,5 - 10,70,79,78,75.66666666666667,1
female,group D,some high school,standard,none,sometimes,yes,2.0,> 10,66,65,67,66.0,1
male,group C,some college,free/reduced,none,sometimes,no,3.0,5 - 10,49,35,34,39.333333333333336,0
male,group E,some high school,free/reduced,none,regularly,no,1.0,5 - 10,64,57,51,57.333333333333336,1
female,group D,bachelor's degree,standard,completed,never,yes,4.0,< 5,85,94,95,91.33333333333333,1
female,group C,some high school,free/reduced,none,never,yes,0.0,< 5,49,61,58,56.0,1
female,group D,high school,standard,none,never,yes,6.0,5 - 10,83,93,90,88.66666666666667,1
female,group C,associate's degree,free/reduced,none,regularly,yes,3.0,> 10,66,89,80,78.33333333333333,1
male,group B,high school,standard,none,never,yes,1.0,5 - 10,46,43,44,44.333333333333336,0
female,group C,bachelor's degree,free/reduced,none,sometimes,no,5.0,> 10,59,68,66,64.33333333333333,1
male,group D,bachelor's degree,standard,none,regularly,no,1.0,5 - 10,79,78,70,75.66666666666667,1
male,group D,some high school,standard,none,regularly,no,3.0,5 - 10,83,73,65,73.66666666666667,1
male,group D,high school,free/reduced,completed,sometimes,no,3.0,< 5,80,77,81,79.33333333333333,1
female,group C,,free/reduced,none,sometimes,yes,1.0,< 5,68,80,78,75.33333333333333,1
female,group B,bachelor's degree,standard,none,regularly,yes,0.0,> 10,66,61,61,62.666666666666664,1
female,group A,high school,standard,none,sometimes,no,2.0,5 - 10,66,78,79,74.33333333333333,1
